,Ham_0
0,-0.40105147815539866
1,1.2045528701737511
2,1.7678490317716125
3,-0.778211876933117
4,0.7460639329353934
5,1.8954989470105132
6,2.960262776666659
7,-1.7973036113663197
8,-2.6655874459125446
9,2.5065820303062827
10,-2.70292910101593
11,-3.132217275689471
12,2.779622571742746
13,-2.498193534564698
14,-2.5481444078250615
15,-3.128919149144084
16,2.1259681267060553
17,2.3345150071961895
18,2.1292261157917243
19,-2.105213491648446
20,3.087178269215688
