,names,exp vals
493,IXZYZX,0
494,IXZYZY,0
495,IXZYZZ,0
496,IXZZII,0
497,IXZZIX,0
498,IXZZIY,0
499,IXZZIZ,0
500,IXZZXI,0
501,IXZZXX,0
502,IXZZXY,0
503,IXZZXZ,0
504,IXZZYI,0
505,IXZZYX,0
506,IXZZYY,0
507,IXZZYZ,0
508,IXZZZI,0
509,IXZZZX,0
510,IXZZZY,0
511,IXZZZZ,0
512,IYIIII,0
513,IYIIIX,0
514,IYIIIY,0
515,IYIIIZ,0
516,IYIIXI,0
517,IYIIXX,0
518,IYIIXY,0
519,IYIIXZ,0
520,IYIIYI,0
521,IYIIYX,0
522,IYIIYY,0
523,IYIIYZ,0
524,IYIIZI,0
525,IYIIZX,0
526,IYIIZY,0
527,IYIIZZ,0
528,IYIXII,0
529,IYIXIX,0
530,IYIXIY,0
531,IYIXIZ,0
532,IYIXXI,0
533,IYIXXX,0
534,IYIXXY,0
535,IYIXXZ,0
536,IYIXYI,0
537,IYIXYX,0
538,IYIXYY,0
539,IYIXYZ,0
540,IYIXZI,0
541,IYIXZX,0
542,IYIXZY,0
543,IYIXZZ,0
544,IYIYII,0
545,IYIYIX,0
546,IYIYIY,0
547,IYIYIZ,0
548,IYIYXI,0
549,IYIYXX,0
550,IYIYXY,0
551,IYIYXZ,0
552,IYIYYI,0
553,IYIYYX,0
554,IYIYYY,0
555,IYIYYZ,0
556,IYIYZI,0
557,IYIYZX,0
558,IYIYZY,0
559,IYIYZZ,0
560,IYIZII,0
561,IYIZIX,0
562,IYIZIY,0
563,IYIZIZ,0
564,IYIZXI,0
565,IYIZXX,0
566,IYIZXY,0
567,IYIZXZ,0
568,IYIZYI,0
569,IYIZYX,0
570,IYIZYY,0
571,IYIZYZ,0
572,IYIZZI,0
573,IYIZZX,0
574,IYIZZY,0
575,IYIZZZ,0
576,IYXIII,0
577,IYXIIX,0
578,IYXIIY,0
579,IYXIIZ,0
580,IYXIXI,0
581,IYXIXX,0
582,IYXIXY,0
583,IYXIXZ,0
584,IYXIYI,0
585,IYXIYX,0
586,IYXIYY,0
587,IYXIYZ,0
588,IYXIZI,0
589,IYXIZX,0
590,IYXIZY,0
591,IYXIZZ,0
592,IYXXII,0
593,IYXXIX,0
594,IYXXIY,0
595,IYXXIZ,0
596,IYXXXI,0
597,IYXXXX,0
598,IYXXXY,0
599,IYXXXZ,0
600,IYXXYI,0
601,IYXXYX,0
602,IYXXYY,0
603,IYXXYZ,0
604,IYXXZI,0
605,IYXXZX,0
606,IYXXZY,0
607,IYXXZZ,0
608,IYXYII,0
609,IYXYIX,0
610,IYXYIY,0
611,IYXYIZ,0
612,IYXYXI,0
613,IYXYXX,0
614,IYXYXY,0
615,IYXYXZ,0
616,IYXYYI,0
617,IYXYYX,0
618,IYXYYY,0
619,IYXYYZ,0
620,IYXYZI,0
621,IYXYZX,0
622,IYXYZY,0
623,IYXYZZ,0
624,IYXZII,0
625,IYXZIX,0
626,IYXZIY,0
627,IYXZIZ,0
628,IYXZXI,0
629,IYXZXX,0
630,IYXZXY,0
631,IYXZXZ,0
632,IYXZYI,0
633,IYXZYX,0
634,IYXZYY,0
635,IYXZYZ,0
636,IYXZZI,0
637,IYXZZX,0
638,IYXZZY,0
639,IYXZZZ,0
640,IYYIII,0
641,IYYIIX,0
642,IYYIIY,0
643,IYYIIZ,0
644,IYYIXI,0
645,IYYIXX,0
646,IYYIXY,0
647,IYYIXZ,0
648,IYYIYI,0
649,IYYIYX,0
650,IYYIYY,0
651,IYYIYZ,0
652,IYYIZI,0
653,IYYIZX,0
654,IYYIZY,0
655,IYYIZZ,0
656,IYYXII,0
657,IYYXIX,0
658,IYYXIY,0
659,IYYXIZ,0
660,IYYXXI,0
661,IYYXXX,0
662,IYYXXY,0
663,IYYXXZ,0
664,IYYXYI,0
665,IYYXYX,0
666,IYYXYY,0
667,IYYXYZ,0
668,IYYXZI,0
669,IYYXZX,0
670,IYYXZY,0
671,IYYXZZ,0
672,IYYYII,0
673,IYYYIX,0
674,IYYYIY,0
675,IYYYIZ,0
676,IYYYXI,0
677,IYYYXX,0
678,IYYYXY,0
679,IYYYXZ,0
680,IYYYYI,0
681,IYYYYX,0
682,IYYYYY,0
683,IYYYYZ,0
684,IYYYZI,0
685,IYYYZX,0
686,IYYYZY,0
687,IYYYZZ,0
688,IYYZII,0
689,IYYZIX,0
690,IYYZIY,0
691,IYYZIZ,0
692,IYYZXI,0
693,IYYZXX,0
694,IYYZXY,0
695,IYYZXZ,0
696,IYYZYI,0
697,IYYZYX,0
698,IYYZYY,0
699,IYYZYZ,0
700,IYYZZI,0
701,IYYZZX,0
702,IYYZZY,0
703,IYYZZZ,0
704,IYZIII,0
705,IYZIIX,0
706,IYZIIY,0
707,IYZIIZ,0
708,IYZIXI,0
709,IYZIXX,0
710,IYZIXY,0
711,IYZIXZ,0
712,IYZIYI,0
713,IYZIYX,0
714,IYZIYY,0
715,IYZIYZ,0
716,IYZIZI,0
717,IYZIZX,0
718,IYZIZY,0
719,IYZIZZ,0
720,IYZXII,0
721,IYZXIX,0
722,IYZXIY,0
723,IYZXIZ,0
724,IYZXXI,0
725,IYZXXX,0
726,IYZXXY,0
727,IYZXXZ,0
728,IYZXYI,0
729,IYZXYX,0
730,IYZXYY,0
731,IYZXYZ,0
732,IYZXZI,0
733,IYZXZX,0
734,IYZXZY,0
735,IYZXZZ,0
736,IYZYII,0
737,IYZYIX,0
738,IYZYIY,0
739,IYZYIZ,0
740,IYZYXI,0
741,IYZYXX,0
742,IYZYXY,0
743,IYZYXZ,0
744,IYZYYI,0
745,IYZYYX,0
746,IYZYYY,0
747,IYZYYZ,0
748,IYZYZI,0
749,IYZYZX,0
750,IYZYZY,0
751,IYZYZZ,0
752,IYZZII,0
753,IYZZIX,0
754,IYZZIY,0
755,IYZZIZ,0
756,IYZZXI,0
757,IYZZXX,0
758,IYZZXY,0
759,IYZZXZ,0
760,IYZZYI,0
761,IYZZYX,0
762,IYZZYY,0
763,IYZZYZ,0
764,IYZZZI,0
765,IYZZZX,0
766,IYZZZY,0
767,IYZZZZ,0
768,IZIIII,1
769,IZIIIX,0
770,IZIIIY,0
771,IZIIIZ,1
772,IZIIXI,0
773,IZIIXX,0
774,IZIIXY,0
775,IZIIXZ,0
776,IZIIYI,0
777,IZIIYX,0
778,IZIIYY,0
779,IZIIYZ,0
780,IZIIZI,1
781,IZIIZX,0
782,IZIIZY,0
783,IZIIZZ,1
784,IZIXII,0
785,IZIXIX,0
786,IZIXIY,0
787,IZIXIZ,0
788,IZIXXI,0
789,IZIXXX,0
790,IZIXXY,0
791,IZIXXZ,0
792,IZIXYI,0
793,IZIXYX,0
794,IZIXYY,0
795,IZIXYZ,0
796,IZIXZI,0
797,IZIXZX,0
798,IZIXZY,0
799,IZIXZZ,0
800,IZIYII,0
801,IZIYIX,0
802,IZIYIY,0
803,IZIYIZ,0
804,IZIYXI,0
805,IZIYXX,0
806,IZIYXY,0
807,IZIYXZ,0
808,IZIYYI,0
809,IZIYYX,0
810,IZIYYY,0
811,IZIYYZ,0
812,IZIYZI,0
813,IZIYZX,0
814,IZIYZY,0
815,IZIYZZ,0
816,IZIZII,1
817,IZIZIX,0
818,IZIZIY,0
819,IZIZIZ,1
820,IZIZXI,0
821,IZIZXX,0
822,IZIZXY,0
823,IZIZXZ,0
824,IZIZYI,0
825,IZIZYX,0
826,IZIZYY,0
827,IZIZYZ,0
828,IZIZZI,1
829,IZIZZX,0
830,IZIZZY,0
831,IZIZZZ,1
832,IZXIII,0
833,IZXIIX,0
834,IZXIIY,0
835,IZXIIZ,0
836,IZXIXI,0
837,IZXIXX,0
838,IZXIXY,0
839,IZXIXZ,0
840,IZXIYI,0
841,IZXIYX,0
842,IZXIYY,0
843,IZXIYZ,0
844,IZXIZI,0
845,IZXIZX,0
846,IZXIZY,0
847,IZXIZZ,0
848,IZXXII,0
849,IZXXIX,0
850,IZXXIY,0
851,IZXXIZ,0
852,IZXXXI,0
853,IZXXXX,0
854,IZXXXY,0
855,IZXXXZ,0
856,IZXXYI,0
857,IZXXYX,0
858,IZXXYY,0
859,IZXXYZ,0
860,IZXXZI,0
861,IZXXZX,0
862,IZXXZY,0
863,IZXXZZ,0
864,IZXYII,0
865,IZXYIX,0
866,IZXYIY,0
867,IZXYIZ,0
868,IZXYXI,0
869,IZXYXX,0
870,IZXYXY,0
871,IZXYXZ,0
872,IZXYYI,0
873,IZXYYX,0
874,IZXYYY,0
875,IZXYYZ,0
876,IZXYZI,0
877,IZXYZX,0
878,IZXYZY,0
879,IZXYZZ,0
880,IZXZII,0
881,IZXZIX,0
882,IZXZIY,0
883,IZXZIZ,0
884,IZXZXI,0
885,IZXZXX,0
886,IZXZXY,0
887,IZXZXZ,0
888,IZXZYI,0
889,IZXZYX,0
890,IZXZYY,0
891,IZXZYZ,0
892,IZXZZI,0
893,IZXZZX,0
894,IZXZZY,0
895,IZXZZZ,0
896,IZYIII,0
897,IZYIIX,0
898,IZYIIY,0
899,IZYIIZ,0
900,IZYIXI,0
901,IZYIXX,0
902,IZYIXY,0
903,IZYIXZ,0
904,IZYIYI,0
905,IZYIYX,0
906,IZYIYY,0
907,IZYIYZ,0
908,IZYIZI,0
909,IZYIZX,0
910,IZYIZY,0
911,IZYIZZ,0
912,IZYXII,0
913,IZYXIX,0
914,IZYXIY,0
915,IZYXIZ,0
916,IZYXXI,0
917,IZYXXX,0
918,IZYXXY,0
919,IZYXXZ,0
920,IZYXYI,0
921,IZYXYX,0
922,IZYXYY,0
923,IZYXYZ,0
924,IZYXZI,0
925,IZYXZX,0
926,IZYXZY,0
927,IZYXZZ,0
928,IZYYII,0
929,IZYYIX,0
930,IZYYIY,0
931,IZYYIZ,0
932,IZYYXI,0
933,IZYYXX,0
934,IZYYXY,0
935,IZYYXZ,0
936,IZYYYI,0
937,IZYYYX,0
938,IZYYYY,0
939,IZYYYZ,0
940,IZYYZI,0
941,IZYYZX,0
942,IZYYZY,0
943,IZYYZZ,0
944,IZYZII,0
945,IZYZIX,0
946,IZYZIY,0
947,IZYZIZ,0
948,IZYZXI,0
949,IZYZXX,0
950,IZYZXY,0
951,IZYZXZ,0
952,IZYZYI,0
953,IZYZYX,0
954,IZYZYY,0
955,IZYZYZ,0
956,IZYZZI,0
957,IZYZZX,0
958,IZYZZY,0
959,IZYZZZ,0
960,IZZIII,1
961,IZZIIX,0
962,IZZIIY,0
963,IZZIIZ,1
964,IZZIXI,0
965,IZZIXX,0
966,IZZIXY,0
967,IZZIXZ,0
968,IZZIYI,0
969,IZZIYX,0
970,IZZIYY,0
971,IZZIYZ,0
972,IZZIZI,1
973,IZZIZX,0
974,IZZIZY,0
975,IZZIZZ,1
976,IZZXII,0
977,IZZXIX,0
978,IZZXIY,0
979,IZZXIZ,0
980,IZZXXI,0
981,IZZXXX,0
982,IZZXXY,0
983,IZZXXZ,0
984,IZZXYI,0
985,IZZXYX,0
986,IZZXYY,0
987,IZZXYZ,0
988,IZZXZI,0
989,IZZXZX,0
990,IZZXZY,0
991,IZZXZZ,0
992,IZZYII,0
993,IZZYIX,0
994,IZZYIY,0
995,IZZYIZ,0
996,IZZYXI,0
997,IZZYXX,0
998,IZZYXY,0
999,IZZYXZ,0
1000,IZZYYI,0
1001,IZZYYX,0
1002,IZZYYY,0
1003,IZZYYZ,0
1004,IZZYZI,0
1005,IZZYZX,0
1006,IZZYZY,0
1007,IZZYZZ,0
1008,IZZZII,1
1009,IZZZIX,0
1010,IZZZIY,0
1011,IZZZIZ,1
1012,IZZZXI,0
1013,IZZZXX,0
1014,IZZZXY,0
1015,IZZZXZ,0
1016,IZZZYI,0
1017,IZZZYX,0
1018,IZZZYY,0
1019,IZZZYZ,0
1020,IZZZZI,1
1021,IZZZZX,0
1022,IZZZZY,0
1023,IZZZZZ,1
1024,XIIIII,0
1025,XIIIIX,0
1026,XIIIIY,0
1027,XIIIIZ,0
1028,XIIIXI,0
1029,XIIIXX,0
1030,XIIIXY,0
1031,XIIIXZ,0
1032,XIIIYI,0
1033,XIIIYX,0
1034,XIIIYY,0
1035,XIIIYZ,0
1036,XIIIZI,0
1037,XIIIZX,0
1038,XIIIZY,0
1039,XIIIZZ,0
1040,XIIXII,0
1041,XIIXIX,0
1042,XIIXIY,0
1043,XIIXIZ,0
1044,XIIXXI,0
1045,XIIXXX,0
1046,XIIXXY,0
1047,XIIXXZ,0
1048,XIIXYI,0
1049,XIIXYX,0
1050,XIIXYY,0
1051,XIIXYZ,0
1052,XIIXZI,0
1053,XIIXZX,0
1054,XIIXZY,0
1055,XIIXZZ,0
1056,XIIYII,0
1057,XIIYIX,0
1058,XIIYIY,0
1059,XIIYIZ,0
1060,XIIYXI,0
1061,XIIYXX,0
1062,XIIYXY,0
1063,XIIYXZ,0
1064,XIIYYI,0
1065,XIIYYX,0
1066,XIIYYY,0
1067,XIIYYZ,0
1068,XIIYZI,0
1069,XIIYZX,0
1070,XIIYZY,0
1071,XIIYZZ,0
1072,XIIZII,0
1073,XIIZIX,0
1074,XIIZIY,0
1075,XIIZIZ,0
1076,XIIZXI,0
1077,XIIZXX,0
1078,XIIZXY,0
1079,XIIZXZ,0
1080,XIIZYI,0
1081,XIIZYX,0
1082,XIIZYY,0
1083,XIIZYZ,0
1084,XIIZZI,0
1085,XIIZZX,0
1086,XIIZZY,0
1087,XIIZZZ,0
1088,XIXIII,0
1089,XIXIIX,0
1090,XIXIIY,0
1091,XIXIIZ,0
1092,XIXIXI,0
1093,XIXIXX,0
1094,XIXIXY,0
1095,XIXIXZ,0
1096,XIXIYI,0
1097,XIXIYX,0
1098,XIXIYY,0
1099,XIXIYZ,0
1100,XIXIZI,0
1101,XIXIZX,0
1102,XIXIZY,0
1103,XIXIZZ,0
1104,XIXXII,0
1105,XIXXIX,0
1106,XIXXIY,0
1107,XIXXIZ,0
1108,XIXXXI,0
1109,XIXXXX,0
1110,XIXXXY,0
1111,XIXXXZ,0
1112,XIXXYI,0
1113,XIXXYX,0
1114,XIXXYY,0
1115,XIXXYZ,0
1116,XIXXZI,0
1117,XIXXZX,0
1118,XIXXZY,0
1119,XIXXZZ,0
1120,XIXYII,0
1121,XIXYIX,0
1122,XIXYIY,0
1123,XIXYIZ,0
1124,XIXYXI,0
1125,XIXYXX,0
1126,XIXYXY,0
1127,XIXYXZ,0
1128,XIXYYI,0
1129,XIXYYX,0
1130,XIXYYY,0
1131,XIXYYZ,0
1132,XIXYZI,0
1133,XIXYZX,0
1134,XIXYZY,0
1135,XIXYZZ,0
1136,XIXZII,0
1137,XIXZIX,0
1138,XIXZIY,0
1139,XIXZIZ,0
1140,XIXZXI,0
1141,XIXZXX,0
1142,XIXZXY,0
1143,XIXZXZ,0
1144,XIXZYI,0
1145,XIXZYX,0
1146,XIXZYY,0
1147,XIXZYZ,0
1148,XIXZZI,0
1149,XIXZZX,0
1150,XIXZZY,0
1151,XIXZZZ,0
1152,XIYIII,0
1153,XIYIIX,0
1154,XIYIIY,0
1155,XIYIIZ,0
1156,XIYIXI,0
1157,XIYIXX,0
1158,XIYIXY,0
1159,XIYIXZ,0
1160,XIYIYI,0
1161,XIYIYX,0
1162,XIYIYY,0
1163,XIYIYZ,0
1164,XIYIZI,0
1165,XIYIZX,0
1166,XIYIZY,0
1167,XIYIZZ,0
1168,XIYXII,0
1169,XIYXIX,0
1170,XIYXIY,0
1171,XIYXIZ,0
1172,XIYXXI,0
1173,XIYXXX,0
1174,XIYXXY,0
1175,XIYXXZ,0
1176,XIYXYI,0
1177,XIYXYX,0
1178,XIYXYY,0
1179,XIYXYZ,0
1180,XIYXZI,0
1181,XIYXZX,0
1182,XIYXZY,0
1183,XIYXZZ,0
1184,XIYYII,0
1185,XIYYIX,0
1186,XIYYIY,0
1187,XIYYIZ,0
1188,XIYYXI,0
1189,XIYYXX,0
1190,XIYYXY,0
1191,XIYYXZ,0
1192,XIYYYI,0
1193,XIYYYX,0
1194,XIYYYY,0
1195,XIYYYZ,0
1196,XIYYZI,0
1197,XIYYZX,0
1198,XIYYZY,0
1199,XIYYZZ,0
1200,XIYZII,0
1201,XIYZIX,0
1202,XIYZIY,0
1203,XIYZIZ,0
1204,XIYZXI,0
1205,XIYZXX,0
1206,XIYZXY,0
1207,XIYZXZ,0
1208,XIYZYI,0
1209,XIYZYX,0
1210,XIYZYY,0
1211,XIYZYZ,0
1212,XIYZZI,0
1213,XIYZZX,0
1214,XIYZZY,0
1215,XIYZZZ,0
1216,XIZIII,0
1217,XIZIIX,0
1218,XIZIIY,0
1219,XIZIIZ,0
1220,XIZIXI,0
1221,XIZIXX,0
1222,XIZIXY,0
1223,XIZIXZ,0
1224,XIZIYI,0
1225,XIZIYX,0
1226,XIZIYY,0
1227,XIZIYZ,0
1228,XIZIZI,0
