,names,exp vals
0,II,(1+0j)
1,IX,0j
2,IY,0j
3,IZ,(1+0j)
4,XI,0j
5,XX,0j
6,XY,0j
7,XZ,0j
8,YI,0j
9,YX,0j
10,YY,0j
11,YZ,0j
12,ZI,(1+0j)
13,ZX,0j
14,ZY,0j
15,ZZ,(1+0j)
