,names,exp vals
120,IIIIXZYI,0
121,IIIIXZYX,0
122,IIIIXZYY,0
123,IIIIXZYZ,0
124,IIIIXZZI,0
125,IIIIXZZX,0
126,IIIIXZZY,0
127,IIIIXZZZ,0
128,IIIIYIII,0
129,IIIIYIIX,0
130,IIIIYIIY,0
131,IIIIYIIZ,0
132,IIIIYIXI,0
133,IIIIYIXX,0
134,IIIIYIXY,0
135,IIIIYIXZ,0
136,IIIIYIYI,0
137,IIIIYIYX,0
138,IIIIYIYY,0
139,IIIIYIYZ,0
140,IIIIYIZI,0
141,IIIIYIZX,0
142,IIIIYIZY,0
143,IIIIYIZZ,0
144,IIIIYXII,0
145,IIIIYXIX,0
146,IIIIYXIY,0
147,IIIIYXIZ,0
148,IIIIYXXI,0
149,IIIIYXXX,0
150,IIIIYXXY,0
151,IIIIYXXZ,0
152,IIIIYXYI,0
153,IIIIYXYX,0
154,IIIIYXYY,0
155,IIIIYXYZ,0
156,IIIIYXZI,0
157,IIIIYXZX,0
158,IIIIYXZY,0
159,IIIIYXZZ,0
160,IIIIYYII,0
161,IIIIYYIX,0
162,IIIIYYIY,0
163,IIIIYYIZ,0
164,IIIIYYXI,0
165,IIIIYYXX,0
166,IIIIYYXY,0
167,IIIIYYXZ,0
168,IIIIYYYI,0
169,IIIIYYYX,0
170,IIIIYYYY,0
171,IIIIYYYZ,0
172,IIIIYYZI,0
173,IIIIYYZX,0
174,IIIIYYZY,0
175,IIIIYYZZ,0
176,IIIIYZII,0
177,IIIIYZIX,0
178,IIIIYZIY,0
179,IIIIYZIZ,0
180,IIIIYZXI,0
181,IIIIYZXX,0
182,IIIIYZXY,0
183,IIIIYZXZ,0
184,IIIIYZYI,0
185,IIIIYZYX,0
186,IIIIYZYY,0
187,IIIIYZYZ,0
188,IIIIYZZI,0
189,IIIIYZZX,0
190,IIIIYZZY,0
191,IIIIYZZZ,0
192,IIIIZIII,1
193,IIIIZIIX,0
194,IIIIZIIY,0
195,IIIIZIIZ,1
196,IIIIZIXI,0
197,IIIIZIXX,0
198,IIIIZIXY,0
199,IIIIZIXZ,0
200,IIIIZIYI,0
201,IIIIZIYX,0
202,IIIIZIYY,0
203,IIIIZIYZ,0
204,IIIIZIZI,1
205,IIIIZIZX,0
206,IIIIZIZY,0
207,IIIIZIZZ,1
208,IIIIZXII,0
209,IIIIZXIX,0
210,IIIIZXIY,0
211,IIIIZXIZ,0
212,IIIIZXXI,0
213,IIIIZXXX,0
214,IIIIZXXY,0
215,IIIIZXXZ,0
216,IIIIZXYI,0
217,IIIIZXYX,0
218,IIIIZXYY,0
219,IIIIZXYZ,0
220,IIIIZXZI,0
221,IIIIZXZX,0
222,IIIIZXZY,0
223,IIIIZXZZ,0
224,IIIIZYII,0
225,IIIIZYIX,0
226,IIIIZYIY,0
227,IIIIZYIZ,0
228,IIIIZYXI,0
229,IIIIZYXX,0
230,IIIIZYXY,0
231,IIIIZYXZ,0
232,IIIIZYYI,0
233,IIIIZYYX,0
234,IIIIZYYY,0
235,IIIIZYYZ,0
236,IIIIZYZI,0
237,IIIIZYZX,0
238,IIIIZYZY,0
239,IIIIZYZZ,0
240,IIIIZZII,1
241,IIIIZZIX,0
242,IIIIZZIY,0
243,IIIIZZIZ,1
244,IIIIZZXI,0
245,IIIIZZXX,0
246,IIIIZZXY,0
247,IIIIZZXZ,0
248,IIIIZZYI,0
249,IIIIZZYX,0
250,IIIIZZYY,0
251,IIIIZZYZ,0
252,IIIIZZZI,1
253,IIIIZZZX,0
254,IIIIZZZY,0
255,IIIIZZZZ,1
256,IIIXIIII,0
257,IIIXIIIX,0
258,IIIXIIIY,0
259,IIIXIIIZ,0
260,IIIXIIXI,0
261,IIIXIIXX,0
262,IIIXIIXY,0
263,IIIXIIXZ,0
264,IIIXIIYI,0
265,IIIXIIYX,0
266,IIIXIIYY,0
267,IIIXIIYZ,0
268,IIIXIIZI,0
269,IIIXIIZX,0
270,IIIXIIZY,0
271,IIIXIIZZ,0
272,IIIXIXII,0
273,IIIXIXIX,0
274,IIIXIXIY,0
275,IIIXIXIZ,0
276,IIIXIXXI,0
277,IIIXIXXX,0
278,IIIXIXXY,0
279,IIIXIXXZ,0
280,IIIXIXYI,0
281,IIIXIXYX,0
282,IIIXIXYY,0
283,IIIXIXYZ,0
284,IIIXIXZI,0
285,IIIXIXZX,0
286,IIIXIXZY,0
287,IIIXIXZZ,0
288,IIIXIYII,0
289,IIIXIYIX,0
290,IIIXIYIY,0
291,IIIXIYIZ,0
292,IIIXIYXI,0
293,IIIXIYXX,0
294,IIIXIYXY,0
295,IIIXIYXZ,0
296,IIIXIYYI,0
297,IIIXIYYX,0
298,IIIXIYYY,0
299,IIIXIYYZ,0
300,IIIXIYZI,0
301,IIIXIYZX,0
302,IIIXIYZY,0
303,IIIXIYZZ,0
304,IIIXIZII,0
305,IIIXIZIX,0
306,IIIXIZIY,0
307,IIIXIZIZ,0
308,IIIXIZXI,0
309,IIIXIZXX,0
310,IIIXIZXY,0
311,IIIXIZXZ,0
312,IIIXIZYI,0
313,IIIXIZYX,0
314,IIIXIZYY,0
315,IIIXIZYZ,0
316,IIIXIZZI,0
317,IIIXIZZX,0
318,IIIXIZZY,0
319,IIIXIZZZ,0
320,IIIXXIII,0
321,IIIXXIIX,0
322,IIIXXIIY,0
323,IIIXXIIZ,0
324,IIIXXIXI,0
325,IIIXXIXX,0
326,IIIXXIXY,0
327,IIIXXIXZ,0
328,IIIXXIYI,0
329,IIIXXIYX,0
330,IIIXXIYY,0
331,IIIXXIYZ,0
332,IIIXXIZI,0
333,IIIXXIZX,0
334,IIIXXIZY,0
335,IIIXXIZZ,0
336,IIIXXXII,0
337,IIIXXXIX,0
338,IIIXXXIY,0
339,IIIXXXIZ,0
340,IIIXXXXI,0
341,IIIXXXXX,0
342,IIIXXXXY,0
343,IIIXXXXZ,0
344,IIIXXXYI,0
345,IIIXXXYX,0
346,IIIXXXYY,0
347,IIIXXXYZ,0
348,IIIXXXZI,0
349,IIIXXXZX,0
350,IIIXXXZY,0
351,IIIXXXZZ,0
352,IIIXXYII,0
353,IIIXXYIX,0
354,IIIXXYIY,0
355,IIIXXYIZ,0
356,IIIXXYXI,0
357,IIIXXYXX,0
358,IIIXXYXY,0
359,IIIXXYXZ,0
360,IIIXXYYI,0
361,IIIXXYYX,0
362,IIIXXYYY,0
363,IIIXXYYZ,0
364,IIIXXYZI,0
365,IIIXXYZX,0
366,IIIXXYZY,0
367,IIIXXYZZ,0
368,IIIXXZII,0
369,IIIXXZIX,0
370,IIIXXZIY,0
371,IIIXXZIZ,0
372,IIIXXZXI,0
373,IIIXXZXX,0
374,IIIXXZXY,0
375,IIIXXZXZ,0
376,IIIXXZYI,0
377,IIIXXZYX,0
378,IIIXXZYY,0
379,IIIXXZYZ,0
380,IIIXXZZI,0
381,IIIXXZZX,0
382,IIIXXZZY,0
383,IIIXXZZZ,0
384,IIIXYIII,0
385,IIIXYIIX,0
386,IIIXYIIY,0
387,IIIXYIIZ,0
388,IIIXYIXI,0
389,IIIXYIXX,0
390,IIIXYIXY,0
391,IIIXYIXZ,0
392,IIIXYIYI,0
393,IIIXYIYX,0
394,IIIXYIYY,0
395,IIIXYIYZ,0
396,IIIXYIZI,0
397,IIIXYIZX,0
398,IIIXYIZY,0
399,IIIXYIZZ,0
400,IIIXYXII,0
401,IIIXYXIX,0
402,IIIXYXIY,0
403,IIIXYXIZ,0
404,IIIXYXXI,0
405,IIIXYXXX,0
406,IIIXYXXY,0
407,IIIXYXXZ,0
408,IIIXYXYI,0
409,IIIXYXYX,0
410,IIIXYXYY,0
411,IIIXYXYZ,0
412,IIIXYXZI,0
413,IIIXYXZX,0
414,IIIXYXZY,0
415,IIIXYXZZ,0
416,IIIXYYII,0
417,IIIXYYIX,0
418,IIIXYYIY,0
419,IIIXYYIZ,0
420,IIIXYYXI,0
421,IIIXYYXX,0
422,IIIXYYXY,0
423,IIIXYYXZ,0
424,IIIXYYYI,0
425,IIIXYYYX,0
426,IIIXYYYY,0
427,IIIXYYYZ,0
428,IIIXYYZI,0
429,IIIXYYZX,0
430,IIIXYYZY,0
431,IIIXYYZZ,0
432,IIIXYZII,0
433,IIIXYZIX,0
434,IIIXYZIY,0
435,IIIXYZIZ,0
436,IIIXYZXI,0
437,IIIXYZXX,0
438,IIIXYZXY,0
439,IIIXYZXZ,0
440,IIIXYZYI,0
441,IIIXYZYX,0
442,IIIXYZYY,0
443,IIIXYZYZ,0
444,IIIXYZZI,0
445,IIIXYZZX,0
446,IIIXYZZY,0
447,IIIXYZZZ,0
448,IIIXZIII,0
449,IIIXZIIX,0
450,IIIXZIIY,0
451,IIIXZIIZ,0
452,IIIXZIXI,0
453,IIIXZIXX,0
454,IIIXZIXY,0
455,IIIXZIXZ,0
456,IIIXZIYI,0
457,IIIXZIYX,0
458,IIIXZIYY,0
459,IIIXZIYZ,0
460,IIIXZIZI,0
461,IIIXZIZX,0
462,IIIXZIZY,0
463,IIIXZIZZ,0
464,IIIXZXII,0
465,IIIXZXIX,0
466,IIIXZXIY,0
467,IIIXZXIZ,0
468,IIIXZXXI,0
469,IIIXZXXX,0
470,IIIXZXXY,0
471,IIIXZXXZ,0
472,IIIXZXYI,0
473,IIIXZXYX,0
474,IIIXZXYY,0
475,IIIXZXYZ,0
476,IIIXZXZI,0
477,IIIXZXZX,0
478,IIIXZXZY,0
479,IIIXZXZZ,0
480,IIIXZYII,0
481,IIIXZYIX,0
482,IIIXZYIY,0
483,IIIXZYIZ,0
484,IIIXZYXI,0
485,IIIXZYXX,0
486,IIIXZYXY,0
487,IIIXZYXZ,0
488,IIIXZYYI,0
489,IIIXZYYX,0
490,IIIXZYYY,0
491,IIIXZYYZ,0
492,IIIXZYZI,0
493,IIIXZYZX,0
494,IIIXZYZY,0
495,IIIXZYZZ,0
496,IIIXZZII,0
497,IIIXZZIX,0
498,IIIXZZIY,0
499,IIIXZZIZ,0
500,IIIXZZXI,0
501,IIIXZZXX,0
502,IIIXZZXY,0
503,IIIXZZXZ,0
504,IIIXZZYI,0
505,IIIXZZYX,0
506,IIIXZZYY,0
507,IIIXZZYZ,0
508,IIIXZZZI,0
509,IIIXZZZX,0
510,IIIXZZZY,0
511,IIIXZZZZ,0
512,IIIYIIII,0
513,IIIYIIIX,0
514,IIIYIIIY,0
515,IIIYIIIZ,0
516,IIIYIIXI,0
517,IIIYIIXX,0
518,IIIYIIXY,0
519,IIIYIIXZ,0
520,IIIYIIYI,0
521,IIIYIIYX,0
522,IIIYIIYY,0
523,IIIYIIYZ,0
524,IIIYIIZI,0
525,IIIYIIZX,0
526,IIIYIIZY,0
527,IIIYIIZZ,0
528,IIIYIXII,0
529,IIIYIXIX,0
530,IIIYIXIY,0
531,IIIYIXIZ,0
532,IIIYIXXI,0
533,IIIYIXXX,0
534,IIIYIXXY,0
535,IIIYIXXZ,0
536,IIIYIXYI,0
537,IIIYIXYX,0
538,IIIYIXYY,0
539,IIIYIXYZ,0
540,IIIYIXZI,0
541,IIIYIXZX,0
542,IIIYIXZY,0
543,IIIYIXZZ,0
544,IIIYIYII,0
545,IIIYIYIX,0
546,IIIYIYIY,0
547,IIIYIYIZ,0
548,IIIYIYXI,0
549,IIIYIYXX,0
550,IIIYIYXY,0
551,IIIYIYXZ,0
552,IIIYIYYI,0
553,IIIYIYYX,0
554,IIIYIYYY,0
555,IIIYIYYZ,0
556,IIIYIYZI,0
557,IIIYIYZX,0
558,IIIYIYZY,0
559,IIIYIYZZ,0
560,IIIYIZII,0
561,IIIYIZIX,0
562,IIIYIZIY,0
563,IIIYIZIZ,0
564,IIIYIZXI,0
565,IIIYIZXX,0
566,IIIYIZXY,0
567,IIIYIZXZ,0
568,IIIYIZYI,0
569,IIIYIZYX,0
570,IIIYIZYY,0
571,IIIYIZYZ,0
572,IIIYIZZI,0
573,IIIYIZZX,0
574,IIIYIZZY,0
575,IIIYIZZZ,0
576,IIIYXIII,0
577,IIIYXIIX,0
578,IIIYXIIY,0
579,IIIYXIIZ,0
580,IIIYXIXI,0
581,IIIYXIXX,0
582,IIIYXIXY,0
583,IIIYXIXZ,0
584,IIIYXIYI,0
585,IIIYXIYX,0
586,IIIYXIYY,0
587,IIIYXIYZ,0
588,IIIYXIZI,0
589,IIIYXIZX,0
590,IIIYXIZY,0
591,IIIYXIZZ,0
592,IIIYXXII,0
593,IIIYXXIX,0
594,IIIYXXIY,0
595,IIIYXXIZ,0
596,IIIYXXXI,0
597,IIIYXXXX,0
598,IIIYXXXY,0
599,IIIYXXXZ,0
600,IIIYXXYI,0
601,IIIYXXYX,0
602,IIIYXXYY,0
603,IIIYXXYZ,0
604,IIIYXXZI,0
605,IIIYXXZX,0
606,IIIYXXZY,0
607,IIIYXXZZ,0
608,IIIYXYII,0
609,IIIYXYIX,0
610,IIIYXYIY,0
611,IIIYXYIZ,0
612,IIIYXYXI,0
613,IIIYXYXX,0
614,IIIYXYXY,0
615,IIIYXYXZ,0
616,IIIYXYYI,0
617,IIIYXYYX,0
618,IIIYXYYY,0
619,IIIYXYYZ,0
620,IIIYXYZI,0
621,IIIYXYZX,0
622,IIIYXYZY,0
623,IIIYXYZZ,0
624,IIIYXZII,0
625,IIIYXZIX,0
626,IIIYXZIY,0
627,IIIYXZIZ,0
628,IIIYXZXI,0
629,IIIYXZXX,0
630,IIIYXZXY,0
631,IIIYXZXZ,0
632,IIIYXZYI,0
633,IIIYXZYX,0
634,IIIYXZYY,0
635,IIIYXZYZ,0
636,IIIYXZZI,0
637,IIIYXZZX,0
638,IIIYXZZY,0
639,IIIYXZZZ,0
640,IIIYYIII,0
641,IIIYYIIX,0
642,IIIYYIIY,0
643,IIIYYIIZ,0
644,IIIYYIXI,0
645,IIIYYIXX,0
646,IIIYYIXY,0
647,IIIYYIXZ,0
648,IIIYYIYI,0
649,IIIYYIYX,0
650,IIIYYIYY,0
651,IIIYYIYZ,0
652,IIIYYIZI,0
653,IIIYYIZX,0
654,IIIYYIZY,0
655,IIIYYIZZ,0
656,IIIYYXII,0
657,IIIYYXIX,0
658,IIIYYXIY,0
659,IIIYYXIZ,0
660,IIIYYXXI,0
661,IIIYYXXX,0
662,IIIYYXXY,0
663,IIIYYXXZ,0
664,IIIYYXYI,0
665,IIIYYXYX,0
666,IIIYYXYY,0
667,IIIYYXYZ,0
668,IIIYYXZI,0
669,IIIYYXZX,0
670,IIIYYXZY,0
671,IIIYYXZZ,0
672,IIIYYYII,0
673,IIIYYYIX,0
674,IIIYYYIY,0
675,IIIYYYIZ,0
676,IIIYYYXI,0
677,IIIYYYXX,0
678,IIIYYYXY,0
679,IIIYYYXZ,0
680,IIIYYYYI,0
681,IIIYYYYX,0
682,IIIYYYYY,0
683,IIIYYYYZ,0
684,IIIYYYZI,0
685,IIIYYYZX,0
686,IIIYYYZY,0
687,IIIYYYZZ,0
688,IIIYYZII,0
689,IIIYYZIX,0
690,IIIYYZIY,0
691,IIIYYZIZ,0
692,IIIYYZXI,0
693,IIIYYZXX,0
694,IIIYYZXY,0
695,IIIYYZXZ,0
696,IIIYYZYI,0
697,IIIYYZYX,0
698,IIIYYZYY,0
699,IIIYYZYZ,0
700,IIIYYZZI,0
701,IIIYYZZX,0
702,IIIYYZZY,0
703,IIIYYZZZ,0
704,IIIYZIII,0
705,IIIYZIIX,0
706,IIIYZIIY,0
707,IIIYZIIZ,0
708,IIIYZIXI,0
709,IIIYZIXX,0
710,IIIYZIXY,0
711,IIIYZIXZ,0
712,IIIYZIYI,0
713,IIIYZIYX,0
714,IIIYZIYY,0
715,IIIYZIYZ,0
716,IIIYZIZI,0
717,IIIYZIZX,0
718,IIIYZIZY,0
719,IIIYZIZZ,0
720,IIIYZXII,0
721,IIIYZXIX,0
722,IIIYZXIY,0
723,IIIYZXIZ,0
724,IIIYZXXI,0
725,IIIYZXXX,0
726,IIIYZXXY,0
727,IIIYZXXZ,0
728,IIIYZXYI,0
729,IIIYZXYX,0
730,IIIYZXYY,0
731,IIIYZXYZ,0
732,IIIYZXZI,0
733,IIIYZXZX,0
734,IIIYZXZY,0
735,IIIYZXZZ,0
736,IIIYZYII,0
737,IIIYZYIX,0
738,IIIYZYIY,0
739,IIIYZYIZ,0
740,IIIYZYXI,0
741,IIIYZYXX,0
742,IIIYZYXY,0
743,IIIYZYXZ,0
744,IIIYZYYI,0
745,IIIYZYYX,0
746,IIIYZYYY,0
747,IIIYZYYZ,0
748,IIIYZYZI,0
749,IIIYZYZX,0
750,IIIYZYZY,0
751,IIIYZYZZ,0
752,IIIYZZII,0
753,IIIYZZIX,0
754,IIIYZZIY,0
755,IIIYZZIZ,0
756,IIIYZZXI,0
757,IIIYZZXX,0
758,IIIYZZXY,0
759,IIIYZZXZ,0
760,IIIYZZYI,0
761,IIIYZZYX,0
762,IIIYZZYY,0
763,IIIYZZYZ,0
764,IIIYZZZI,0
765,IIIYZZZX,0
766,IIIYZZZY,0
767,IIIYZZZZ,0
768,IIIZIIII,1
769,IIIZIIIX,0
770,IIIZIIIY,0
771,IIIZIIIZ,1
772,IIIZIIXI,0
773,IIIZIIXX,0
774,IIIZIIXY,0
775,IIIZIIXZ,0
776,IIIZIIYI,0
777,IIIZIIYX,0
778,IIIZIIYY,0
779,IIIZIIYZ,0
780,IIIZIIZI,1
781,IIIZIIZX,0
782,IIIZIIZY,0
783,IIIZIIZZ,1
784,IIIZIXII,0
785,IIIZIXIX,0
786,IIIZIXIY,0
787,IIIZIXIZ,0
788,IIIZIXXI,0
789,IIIZIXXX,0
790,IIIZIXXY,0
791,IIIZIXXZ,0
792,IIIZIXYI,0
793,IIIZIXYX,0
794,IIIZIXYY,0
795,IIIZIXYZ,0
796,IIIZIXZI,0
797,IIIZIXZX,0
798,IIIZIXZY,0
799,IIIZIXZZ,0
800,IIIZIYII,0
801,IIIZIYIX,0
802,IIIZIYIY,0
803,IIIZIYIZ,0
804,IIIZIYXI,0
805,IIIZIYXX,0
806,IIIZIYXY,0
807,IIIZIYXZ,0
808,IIIZIYYI,0
809,IIIZIYYX,0
810,IIIZIYYY,0
811,IIIZIYYZ,0
812,IIIZIYZI,0
813,IIIZIYZX,0
814,IIIZIYZY,0
815,IIIZIYZZ,0
816,IIIZIZII,1
817,IIIZIZIX,0
818,IIIZIZIY,0
819,IIIZIZIZ,1
820,IIIZIZXI,0
821,IIIZIZXX,0
822,IIIZIZXY,0
823,IIIZIZXZ,0
824,IIIZIZYI,0
825,IIIZIZYX,0
826,IIIZIZYY,0
827,IIIZIZYZ,0
828,IIIZIZZI,1
829,IIIZIZZX,0
830,IIIZIZZY,0
831,IIIZIZZZ,1
832,IIIZXIII,0
833,IIIZXIIX,0
834,IIIZXIIY,0
835,IIIZXIIZ,0
836,IIIZXIXI,0
837,IIIZXIXX,0
838,IIIZXIXY,0
839,IIIZXIXZ,0
840,IIIZXIYI,0
841,IIIZXIYX,0
842,IIIZXIYY,0
843,IIIZXIYZ,0
844,IIIZXIZI,0
845,IIIZXIZX,0
846,IIIZXIZY,0
847,IIIZXIZZ,0
848,IIIZXXII,0
849,IIIZXXIX,0
850,IIIZXXIY,0
851,IIIZXXIZ,0
852,IIIZXXXI,0
853,IIIZXXXX,0
854,IIIZXXXY,0
855,IIIZXXXZ,0
856,IIIZXXYI,0
857,IIIZXXYX,0
858,IIIZXXYY,0
859,IIIZXXYZ,0
860,IIIZXXZI,0
861,IIIZXXZX,0
862,IIIZXXZY,0
863,IIIZXXZZ,0
864,IIIZXYII,0
865,IIIZXYIX,0
866,IIIZXYIY,0
867,IIIZXYIZ,0
868,IIIZXYXI,0
869,IIIZXYXX,0
870,IIIZXYXY,0
871,IIIZXYXZ,0
872,IIIZXYYI,0
873,IIIZXYYX,0
874,IIIZXYYY,0
875,IIIZXYYZ,0
876,IIIZXYZI,0
877,IIIZXYZX,0
878,IIIZXYZY,0
879,IIIZXYZZ,0
880,IIIZXZII,0
881,IIIZXZIX,0
882,IIIZXZIY,0
883,IIIZXZIZ,0
884,IIIZXZXI,0
885,IIIZXZXX,0
886,IIIZXZXY,0
887,IIIZXZXZ,0
888,IIIZXZYI,0
889,IIIZXZYX,0
890,IIIZXZYY,0
891,IIIZXZYZ,0
892,IIIZXZZI,0
893,IIIZXZZX,0
894,IIIZXZZY,0
895,IIIZXZZZ,0
896,IIIZYIII,0
897,IIIZYIIX,0
898,IIIZYIIY,0
899,IIIZYIIZ,0
900,IIIZYIXI,0
901,IIIZYIXX,0
902,IIIZYIXY,0
903,IIIZYIXZ,0
904,IIIZYIYI,0
905,IIIZYIYX,0
906,IIIZYIYY,0
907,IIIZYIYZ,0
908,IIIZYIZI,0
909,IIIZYIZX,0
910,IIIZYIZY,0
911,IIIZYIZZ,0
912,IIIZYXII,0
913,IIIZYXIX,0
914,IIIZYXIY,0
915,IIIZYXIZ,0
916,IIIZYXXI,0
917,IIIZYXXX,0
918,IIIZYXXY,0
919,IIIZYXXZ,0
920,IIIZYXYI,0
921,IIIZYXYX,0
922,IIIZYXYY,0
923,IIIZYXYZ,0
924,IIIZYXZI,0
925,IIIZYXZX,0
926,IIIZYXZY,0
927,IIIZYXZZ,0
928,IIIZYYII,0
929,IIIZYYIX,0
930,IIIZYYIY,0
931,IIIZYYIZ,0
932,IIIZYYXI,0
933,IIIZYYXX,0
934,IIIZYYXY,0
935,IIIZYYXZ,0
936,IIIZYYYI,0
937,IIIZYYYX,0
938,IIIZYYYY,0
939,IIIZYYYZ,0
940,IIIZYYZI,0
941,IIIZYYZX,0
942,IIIZYYZY,0
943,IIIZYYZZ,0
944,IIIZYZII,0
945,IIIZYZIX,0
946,IIIZYZIY,0
947,IIIZYZIZ,0
948,IIIZYZXI,0
949,IIIZYZXX,0
950,IIIZYZXY,0
951,IIIZYZXZ,0
952,IIIZYZYI,0
953,IIIZYZYX,0
954,IIIZYZYY,0
955,IIIZYZYZ,0
956,IIIZYZZI,0
957,IIIZYZZX,0
958,IIIZYZZY,0
959,IIIZYZZZ,0
960,IIIZZIII,1
961,IIIZZIIX,0
962,IIIZZIIY,0
963,IIIZZIIZ,1
964,IIIZZIXI,0
965,IIIZZIXX,0
966,IIIZZIXY,0
967,IIIZZIXZ,0
968,IIIZZIYI,0
969,IIIZZIYX,0
970,IIIZZIYY,0
971,IIIZZIYZ,0
972,IIIZZIZI,1
973,IIIZZIZX,0
974,IIIZZIZY,0
975,IIIZZIZZ,1
976,IIIZZXII,0
977,IIIZZXIX,0
978,IIIZZXIY,0
979,IIIZZXIZ,0
980,IIIZZXXI,0
981,IIIZZXXX,0
982,IIIZZXXY,0
983,IIIZZXXZ,0
984,IIIZZXYI,0
985,IIIZZXYX,0
986,IIIZZXYY,0
987,IIIZZXYZ,0
988,IIIZZXZI,0
989,IIIZZXZX,0
990,IIIZZXZY,0
991,IIIZZXZZ,0
992,IIIZZYII,0
993,IIIZZYIX,0
994,IIIZZYIY,0
995,IIIZZYIZ,0
996,IIIZZYXI,0
997,IIIZZYXX,0
998,IIIZZYXY,0
999,IIIZZYXZ,0
1000,IIIZZYYI,0
1001,IIIZZYYX,0
1002,IIIZZYYY,0
1003,IIIZZYYZ,0
1004,IIIZZYZI,0
1005,IIIZZYZX,0
1006,IIIZZYZY,0
1007,IIIZZYZZ,0
1008,IIIZZZII,1
1009,IIIZZZIX,0
1010,IIIZZZIY,0
1011,IIIZZZIZ,1
1012,IIIZZZXI,0
1013,IIIZZZXX,0
1014,IIIZZZXY,0
1015,IIIZZZXZ,0
1016,IIIZZZYI,0
1017,IIIZZZYX,0
1018,IIIZZZYY,0
1019,IIIZZZYZ,0
1020,IIIZZZZI,1
1021,IIIZZZZX,0
1022,IIIZZZZY,0
1023,IIIZZZZZ,1
1024,IIXIIIII,0
1025,IIXIIIIX,0
1026,IIXIIIIY,0
1027,IIXIIIIZ,0
1028,IIXIIIXI,0
1029,IIXIIIXX,0
1030,IIXIIIXY,0
1031,IIXIIIXZ,0
1032,IIXIIIYI,0
1033,IIXIIIYX,0
1034,IIXIIIYY,0
1035,IIXIIIYZ,0
1036,IIXIIIZI,0
1037,IIXIIIZX,0
1038,IIXIIIZY,0
1039,IIXIIIZZ,0
1040,IIXIIXII,0
1041,IIXIIXIX,0
1042,IIXIIXIY,0
1043,IIXIIXIZ,0
1044,IIXIIXXI,0
1045,IIXIIXXX,0
1046,IIXIIXXY,0
1047,IIXIIXXZ,0
1048,IIXIIXYI,0
1049,IIXIIXYX,0
1050,IIXIIXYY,0
1051,IIXIIXYZ,0
1052,IIXIIXZI,0
1053,IIXIIXZX,0
1054,IIXIIXZY,0
1055,IIXIIXZZ,0
