,names,exp vals
293,XIYXX,0j
294,XIYXY,0j
295,XIYXZ,0j
296,XIYYI,0j
297,XIYYX,0j
298,XIYYY,0j
299,XIYYZ,0j
300,XIYZI,0j
301,XIYZX,0j
302,XIYZY,0j
303,XIYZZ,0j
304,XIZII,0j
305,XIZIX,0j
306,XIZIY,0j
307,XIZIZ,0j
308,XIZXI,0j
309,XIZXX,0j
310,XIZXY,0j
311,XIZXZ,0j
312,XIZYI,0j
313,XIZYX,0j
314,XIZYY,0j
315,XIZYZ,0j
316,XIZZI,0j
317,XIZZX,0j
318,XIZZY,0j
319,XIZZZ,0j
320,XXIII,0j
321,XXIIX,0j
322,XXIIY,0j
323,XXIIZ,0j
324,XXIXI,0j
325,XXIXX,0j
326,XXIXY,0j
327,XXIXZ,0j
328,XXIYI,0j
329,XXIYX,0j
330,XXIYY,0j
331,XXIYZ,0j
332,XXIZI,0j
333,XXIZX,0j
334,XXIZY,0j
335,XXIZZ,0j
336,XXXII,0j
337,XXXIX,0j
338,XXXIY,0j
339,XXXIZ,0j
340,XXXXI,0j
341,XXXXX,0j
342,XXXXY,0j
343,XXXXZ,0j
344,XXXYI,0j
345,XXXYX,0j
346,XXXYY,0j
347,XXXYZ,0j
348,XXXZI,0j
349,XXXZX,0j
350,XXXZY,0j
351,XXXZZ,0j
352,XXYII,0j
353,XXYIX,0j
354,XXYIY,0j
355,XXYIZ,0j
356,XXYXI,0j
357,XXYXX,0j
358,XXYXY,0j
359,XXYXZ,0j
360,XXYYI,0j
361,XXYYX,0j
362,XXYYY,0j
363,XXYYZ,0j
364,XXYZI,0j
365,XXYZX,0j
366,XXYZY,0j
367,XXYZZ,0j
368,XXZII,0j
369,XXZIX,0j
370,XXZIY,0j
371,XXZIZ,0j
372,XXZXI,0j
373,XXZXX,0j
374,XXZXY,0j
375,XXZXZ,0j
376,XXZYI,0j
377,XXZYX,0j
378,XXZYY,0j
379,XXZYZ,0j
380,XXZZI,0j
381,XXZZX,0j
382,XXZZY,0j
383,XXZZZ,0j
384,XYIII,0j
385,XYIIX,0j
386,XYIIY,0j
387,XYIIZ,0j
388,XYIXI,0j
389,XYIXX,0j
390,XYIXY,0j
391,XYIXZ,0j
392,XYIYI,0j
393,XYIYX,0j
394,XYIYY,0j
395,XYIYZ,0j
396,XYIZI,0j
397,XYIZX,0j
398,XYIZY,0j
399,XYIZZ,0j
400,XYXII,0j
401,XYXIX,0j
402,XYXIY,0j
403,XYXIZ,0j
404,XYXXI,0j
405,XYXXX,0j
406,XYXXY,0j
407,XYXXZ,0j
408,XYXYI,0j
409,XYXYX,0j
410,XYXYY,0j
411,XYXYZ,0j
412,XYXZI,0j
413,XYXZX,0j
414,XYXZY,0j
415,XYXZZ,0j
416,XYYII,0j
417,XYYIX,0j
418,XYYIY,0j
419,XYYIZ,0j
420,XYYXI,0j
421,XYYXX,0j
422,XYYXY,0j
423,XYYXZ,0j
424,XYYYI,0j
425,XYYYX,0j
426,XYYYY,0j
427,XYYYZ,0j
428,XYYZI,0j
429,XYYZX,0j
430,XYYZY,0j
431,XYYZZ,0j
432,XYZII,0j
433,XYZIX,0j
434,XYZIY,0j
435,XYZIZ,0j
436,XYZXI,0j
437,XYZXX,0j
438,XYZXY,0j
439,XYZXZ,0j
440,XYZYI,0j
441,XYZYX,0j
442,XYZYY,0j
443,XYZYZ,0j
444,XYZZI,0j
445,XYZZX,0j
446,XYZZY,0j
447,XYZZZ,0j
448,XZIII,0j
449,XZIIX,0j
450,XZIIY,0j
451,XZIIZ,0j
452,XZIXI,0j
453,XZIXX,0j
454,XZIXY,0j
455,XZIXZ,0j
456,XZIYI,0j
457,XZIYX,0j
458,XZIYY,0j
459,XZIYZ,0j
460,XZIZI,0j
461,XZIZX,0j
462,XZIZY,0j
463,XZIZZ,0j
464,XZXII,0j
465,XZXIX,0j
466,XZXIY,0j
467,XZXIZ,0j
468,XZXXI,0j
469,XZXXX,0j
470,XZXXY,0j
471,XZXXZ,0j
472,XZXYI,0j
473,XZXYX,0j
474,XZXYY,0j
475,XZXYZ,0j
476,XZXZI,0j
477,XZXZX,0j
478,XZXZY,0j
479,XZXZZ,0j
480,XZYII,0j
481,XZYIX,0j
482,XZYIY,0j
483,XZYIZ,0j
484,XZYXI,0j
485,XZYXX,0j
486,XZYXY,0j
487,XZYXZ,0j
488,XZYYI,0j
489,XZYYX,0j
490,XZYYY,0j
491,XZYYZ,0j
492,XZYZI,0j
493,XZYZX,0j
494,XZYZY,0j
495,XZYZZ,0j
496,XZZII,0j
497,XZZIX,0j
498,XZZIY,0j
499,XZZIZ,0j
500,XZZXI,0j
501,XZZXX,0j
502,XZZXY,0j
503,XZZXZ,0j
504,XZZYI,0j
505,XZZYX,0j
506,XZZYY,0j
507,XZZYZ,0j
508,XZZZI,0j
509,XZZZX,0j
510,XZZZY,0j
511,XZZZZ,0j
512,YIIII,0j
513,YIIIX,0j
514,YIIIY,0j
515,YIIIZ,0j
516,YIIXI,0j
517,YIIXX,0j
518,YIIXY,0j
519,YIIXZ,0j
520,YIIYI,0j
521,YIIYX,0j
522,YIIYY,0j
523,YIIYZ,0j
524,YIIZI,0j
525,YIIZX,0j
526,YIIZY,0j
527,YIIZZ,0j
528,YIXII,0j
529,YIXIX,0j
530,YIXIY,0j
531,YIXIZ,0j
532,YIXXI,0j
533,YIXXX,0j
534,YIXXY,0j
535,YIXXZ,0j
536,YIXYI,0j
537,YIXYX,0j
538,YIXYY,0j
539,YIXYZ,0j
540,YIXZI,0j
541,YIXZX,0j
542,YIXZY,0j
543,YIXZZ,0j
544,YIYII,0j
545,YIYIX,0j
546,YIYIY,0j
547,YIYIZ,0j
548,YIYXI,0j
549,YIYXX,0j
550,YIYXY,0j
551,YIYXZ,0j
552,YIYYI,0j
553,YIYYX,0j
554,YIYYY,0j
555,YIYYZ,0j
556,YIYZI,0j
557,YIYZX,0j
558,YIYZY,0j
559,YIYZZ,0j
560,YIZII,0j
561,YIZIX,0j
562,YIZIY,0j
563,YIZIZ,0j
564,YIZXI,0j
565,YIZXX,0j
566,YIZXY,0j
567,YIZXZ,0j
568,YIZYI,0j
569,YIZYX,0j
570,YIZYY,0j
571,YIZYZ,0j
572,YIZZI,0j
573,YIZZX,0j
574,YIZZY,0j
575,YIZZZ,0j
576,YXIII,0j
577,YXIIX,0j
578,YXIIY,0j
579,YXIIZ,0j
580,YXIXI,0j
581,YXIXX,0j
582,YXIXY,0j
583,YXIXZ,0j
584,YXIYI,0j
585,YXIYX,0j
586,YXIYY,0j
587,YXIYZ,0j
588,YXIZI,0j
589,YXIZX,0j
590,YXIZY,0j
591,YXIZZ,0j
592,YXXII,0j
593,YXXIX,0j
594,YXXIY,0j
595,YXXIZ,0j
596,YXXXI,0j
597,YXXXX,0j
598,YXXXY,0j
599,YXXXZ,0j
600,YXXYI,0j
601,YXXYX,0j
602,YXXYY,0j
603,YXXYZ,0j
604,YXXZI,0j
605,YXXZX,0j
606,YXXZY,0j
607,YXXZZ,0j
608,YXYII,0j
609,YXYIX,0j
610,YXYIY,0j
611,YXYIZ,0j
612,YXYXI,0j
613,YXYXX,0j
614,YXYXY,0j
615,YXYXZ,0j
616,YXYYI,0j
617,YXYYX,0j
618,YXYYY,0j
619,YXYYZ,0j
620,YXYZI,0j
621,YXYZX,0j
622,YXYZY,0j
623,YXYZZ,0j
624,YXZII,0j
625,YXZIX,0j
626,YXZIY,0j
627,YXZIZ,0j
628,YXZXI,0j
629,YXZXX,0j
630,YXZXY,0j
631,YXZXZ,0j
632,YXZYI,0j
633,YXZYX,0j
634,YXZYY,0j
635,YXZYZ,0j
636,YXZZI,0j
637,YXZZX,0j
638,YXZZY,0j
639,YXZZZ,0j
640,YYIII,0j
641,YYIIX,0j
642,YYIIY,0j
643,YYIIZ,0j
644,YYIXI,0j
645,YYIXX,0j
646,YYIXY,0j
647,YYIXZ,0j
648,YYIYI,0j
649,YYIYX,0j
650,YYIYY,0j
651,YYIYZ,0j
652,YYIZI,0j
653,YYIZX,0j
654,YYIZY,0j
655,YYIZZ,0j
656,YYXII,0j
657,YYXIX,0j
658,YYXIY,0j
659,YYXIZ,0j
660,YYXXI,0j
661,YYXXX,0j
662,YYXXY,0j
663,YYXXZ,0j
664,YYXYI,0j
665,YYXYX,0j
666,YYXYY,0j
667,YYXYZ,0j
668,YYXZI,0j
669,YYXZX,0j
670,YYXZY,0j
671,YYXZZ,0j
672,YYYII,0j
673,YYYIX,0j
674,YYYIY,0j
675,YYYIZ,0j
676,YYYXI,0j
677,YYYXX,0j
678,YYYXY,0j
679,YYYXZ,0j
680,YYYYI,0j
681,YYYYX,0j
682,YYYYY,0j
683,YYYYZ,0j
684,YYYZI,0j
685,YYYZX,0j
686,YYYZY,0j
687,YYYZZ,0j
688,YYZII,0j
689,YYZIX,0j
690,YYZIY,0j
691,YYZIZ,0j
692,YYZXI,0j
693,YYZXX,0j
694,YYZXY,0j
695,YYZXZ,0j
696,YYZYI,0j
697,YYZYX,0j
698,YYZYY,0j
699,YYZYZ,0j
700,YYZZI,0j
701,YYZZX,0j
702,YYZZY,0j
703,YYZZZ,0j
704,YZIII,0j
705,YZIIX,0j
706,YZIIY,0j
707,YZIIZ,0j
708,YZIXI,0j
709,YZIXX,0j
710,YZIXY,0j
711,YZIXZ,0j
712,YZIYI,0j
713,YZIYX,0j
714,YZIYY,0j
715,YZIYZ,0j
716,YZIZI,0j
717,YZIZX,0j
718,YZIZY,0j
719,YZIZZ,0j
720,YZXII,0j
721,YZXIX,0j
722,YZXIY,0j
723,YZXIZ,0j
724,YZXXI,0j
725,YZXXX,0j
726,YZXXY,0j
727,YZXXZ,0j
728,YZXYI,0j
729,YZXYX,0j
730,YZXYY,0j
731,YZXYZ,0j
732,YZXZI,0j
733,YZXZX,0j
734,YZXZY,0j
735,YZXZZ,0j
736,YZYII,0j
737,YZYIX,0j
738,YZYIY,0j
739,YZYIZ,0j
740,YZYXI,0j
741,YZYXX,0j
742,YZYXY,0j
743,YZYXZ,0j
744,YZYYI,0j
745,YZYYX,0j
746,YZYYY,0j
747,YZYYZ,0j
748,YZYZI,0j
749,YZYZX,0j
750,YZYZY,0j
751,YZYZZ,0j
752,YZZII,0j
753,YZZIX,0j
754,YZZIY,0j
755,YZZIZ,0j
756,YZZXI,0j
757,YZZXX,0j
758,YZZXY,0j
759,YZZXZ,0j
760,YZZYI,0j
761,YZZYX,0j
762,YZZYY,0j
763,YZZYZ,0j
764,YZZZI,0j
765,YZZZX,0j
766,YZZZY,0j
767,YZZZZ,0j
768,ZIIII,(1+0j)
769,ZIIIX,0j
770,ZIIIY,0j
771,ZIIIZ,(1+0j)
772,ZIIXI,0j
773,ZIIXX,0j
774,ZIIXY,0j
775,ZIIXZ,0j
776,ZIIYI,0j
777,ZIIYX,0j
778,ZIIYY,0j
779,ZIIYZ,0j
780,ZIIZI,(1+0j)
781,ZIIZX,0j
782,ZIIZY,0j
783,ZIIZZ,(1+0j)
784,ZIXII,0j
785,ZIXIX,0j
786,ZIXIY,0j
787,ZIXIZ,0j
788,ZIXXI,0j
789,ZIXXX,0j
790,ZIXXY,0j
791,ZIXXZ,0j
792,ZIXYI,0j
793,ZIXYX,0j
794,ZIXYY,0j
795,ZIXYZ,0j
796,ZIXZI,0j
797,ZIXZX,0j
798,ZIXZY,0j
799,ZIXZZ,0j
800,ZIYII,0j
801,ZIYIX,0j
802,ZIYIY,0j
803,ZIYIZ,0j
804,ZIYXI,0j
805,ZIYXX,0j
806,ZIYXY,0j
807,ZIYXZ,0j
808,ZIYYI,0j
809,ZIYYX,0j
810,ZIYYY,0j
811,ZIYYZ,0j
812,ZIYZI,0j
813,ZIYZX,0j
814,ZIYZY,0j
815,ZIYZZ,0j
816,ZIZII,(1+0j)
817,ZIZIX,0j
818,ZIZIY,0j
819,ZIZIZ,(1+0j)
820,ZIZXI,0j
821,ZIZXX,0j
822,ZIZXY,0j
823,ZIZXZ,0j
824,ZIZYI,0j
825,ZIZYX,0j
826,ZIZYY,0j
827,ZIZYZ,0j
828,ZIZZI,(1+0j)
829,ZIZZX,0j
830,ZIZZY,0j
831,ZIZZZ,(1+0j)
832,ZXIII,0j
833,ZXIIX,0j
834,ZXIIY,0j
835,ZXIIZ,0j
836,ZXIXI,0j
837,ZXIXX,0j
838,ZXIXY,0j
839,ZXIXZ,0j
840,ZXIYI,0j
841,ZXIYX,0j
842,ZXIYY,0j
843,ZXIYZ,0j
844,ZXIZI,0j
845,ZXIZX,0j
846,ZXIZY,0j
847,ZXIZZ,0j
848,ZXXII,0j
849,ZXXIX,0j
850,ZXXIY,0j
851,ZXXIZ,0j
852,ZXXXI,0j
853,ZXXXX,0j
854,ZXXXY,0j
855,ZXXXZ,0j
856,ZXXYI,0j
857,ZXXYX,0j
858,ZXXYY,0j
859,ZXXYZ,0j
860,ZXXZI,0j
861,ZXXZX,0j
862,ZXXZY,0j
863,ZXXZZ,0j
864,ZXYII,0j
865,ZXYIX,0j
866,ZXYIY,0j
867,ZXYIZ,0j
868,ZXYXI,0j
869,ZXYXX,0j
870,ZXYXY,0j
871,ZXYXZ,0j
872,ZXYYI,0j
873,ZXYYX,0j
874,ZXYYY,0j
875,ZXYYZ,0j
876,ZXYZI,0j
877,ZXYZX,0j
878,ZXYZY,0j
879,ZXYZZ,0j
880,ZXZII,0j
881,ZXZIX,0j
882,ZXZIY,0j
883,ZXZIZ,0j
884,ZXZXI,0j
885,ZXZXX,0j
886,ZXZXY,0j
887,ZXZXZ,0j
888,ZXZYI,0j
889,ZXZYX,0j
890,ZXZYY,0j
891,ZXZYZ,0j
892,ZXZZI,0j
893,ZXZZX,0j
894,ZXZZY,0j
895,ZXZZZ,0j
896,ZYIII,0j
897,ZYIIX,0j
898,ZYIIY,0j
899,ZYIIZ,0j
900,ZYIXI,0j
901,ZYIXX,0j
902,ZYIXY,0j
903,ZYIXZ,0j
904,ZYIYI,0j
905,ZYIYX,0j
906,ZYIYY,0j
907,ZYIYZ,0j
908,ZYIZI,0j
909,ZYIZX,0j
910,ZYIZY,0j
911,ZYIZZ,0j
912,ZYXII,0j
913,ZYXIX,0j
914,ZYXIY,0j
915,ZYXIZ,0j
916,ZYXXI,0j
917,ZYXXX,0j
918,ZYXXY,0j
919,ZYXXZ,0j
920,ZYXYI,0j
921,ZYXYX,0j
922,ZYXYY,0j
923,ZYXYZ,0j
924,ZYXZI,0j
925,ZYXZX,0j
926,ZYXZY,0j
927,ZYXZZ,0j
928,ZYYII,0j
929,ZYYIX,0j
930,ZYYIY,0j
931,ZYYIZ,0j
932,ZYYXI,0j
933,ZYYXX,0j
934,ZYYXY,0j
935,ZYYXZ,0j
936,ZYYYI,0j
937,ZYYYX,0j
938,ZYYYY,0j
939,ZYYYZ,0j
940,ZYYZI,0j
941,ZYYZX,0j
942,ZYYZY,0j
943,ZYYZZ,0j
944,ZYZII,0j
945,ZYZIX,0j
946,ZYZIY,0j
947,ZYZIZ,0j
948,ZYZXI,0j
949,ZYZXX,0j
950,ZYZXY,0j
951,ZYZXZ,0j
952,ZYZYI,0j
953,ZYZYX,0j
954,ZYZYY,0j
955,ZYZYZ,0j
956,ZYZZI,0j
957,ZYZZX,0j
958,ZYZZY,0j
959,ZYZZZ,0j
960,ZZIII,(1+0j)
961,ZZIIX,0j
962,ZZIIY,0j
963,ZZIIZ,(1+0j)
964,ZZIXI,0j
965,ZZIXX,0j
966,ZZIXY,0j
967,ZZIXZ,0j
968,ZZIYI,0j
969,ZZIYX,0j
970,ZZIYY,0j
971,ZZIYZ,0j
972,ZZIZI,(1+0j)
973,ZZIZX,0j
974,ZZIZY,0j
975,ZZIZZ,(1+0j)
976,ZZXII,0j
977,ZZXIX,0j
978,ZZXIY,0j
979,ZZXIZ,0j
980,ZZXXI,0j
981,ZZXXX,0j
982,ZZXXY,0j
983,ZZXXZ,0j
984,ZZXYI,0j
985,ZZXYX,0j
986,ZZXYY,0j
987,ZZXYZ,0j
988,ZZXZI,0j
989,ZZXZX,0j
990,ZZXZY,0j
991,ZZXZZ,0j
992,ZZYII,0j
993,ZZYIX,0j
994,ZZYIY,0j
995,ZZYIZ,0j
996,ZZYXI,0j
997,ZZYXX,0j
998,ZZYXY,0j
999,ZZYXZ,0j
1000,ZZYYI,0j
1001,ZZYYX,0j
1002,ZZYYY,0j
1003,ZZYYZ,0j
1004,ZZYZI,0j
1005,ZZYZX,0j
1006,ZZYZY,0j
1007,ZZYZZ,0j
1008,ZZZII,(1+0j)
1009,ZZZIX,0j
1010,ZZZIY,0j
1011,ZZZIZ,(1+0j)
1012,ZZZXI,0j
1013,ZZZXX,0j
1014,ZZZXY,0j
1015,ZZZXZ,0j
1016,ZZZYI,0j
1017,ZZZYX,0j
1018,ZZZYY,0j
1019,ZZZYZ,0j
1020,ZZZZI,(1+0j)
1021,ZZZZX,0j
1022,ZZZZY,0j
1023,ZZZZZ,(1+0j)
